titles,category
AI 시대에도 결국 화면… 대만서 OLED 미래 경쟁 나선 삼성·LG,IT
"“리벨리온 NPU 적용 수질정화 로봇, 중동서 러브콜”",IT
“며칠에서 몇 분 만에”…AI로 개발 전 과정 책임지는 'IBM 밥' 韓 출시,IT
“듣는 기기에서 디지털 잇는 포털로”…샥즈가 본 오디오 산업 변곡점,IT
젠슨 황 이어 TSMC 회장도 만난 최태원... AI 칩 공급 동맹 다져,IT
티빙 개인정보 유출 규모 공개 안 돼 파장 여전,IT
삼성전자·하이닉스·SKT·KISA ‘글래스윙’ 참여,IT
[단독] KT 중고폰 반납 ‘자회사 밀어주기’ 의혹… “더 비싸게 팔 소비자 권리 제한 우려”,IT
"젠슨 황, 韓 로보틱스 생태계에 '엔비디아 AI' 심는다",IT
"인텔, 컴퓨텍스 2026서 AI 에이전트·로보틱스 시연",IT
삼성·하이닉스도 앤트로픽 미토스 활용 AI 보안 협력,IT
"""AI 에이전트가 임원""…뤼튼AX, 기업 AX 자동화 승부수",IT
"비트코인, 또 2% 하락…'우군' 스트래티지 배신 때문?",IT
"젠슨 황, 크래프톤과 회동…피지컬AI·게이밍 협업 논의",IT
"화성 탐사선 ‘메이븐’ 역사 속으로…NASA, 임무종료 선언 [우주로 간다]",IT
"국산 AI반도체 400여억 수출…배경훈 ""엔비디아급 기술력""(종합)",IT
"넥슨 '아크 레이더스', 韓 PC방 무료화에 순위 급등…이용자 몰렸다",IT
"LGD ""1000Hz OLED 간다""…中 추격에 기술격차 자신 [컴퓨텍스 2026]",IT
50세 이하 발병률↑ ‘대장암’…항암제 내성 극복 단서 찾았다,IT
"삼성전자, 삼성헬스 개편...갤럭시워치 신제품 우선 탑재",IT
"국산 AI 반도체, 양산·상용화 본궤도…정부 ""독자 AI 핵심 기반""",IT
"""더 작게, 더 가볍게"" 이노스페이스, '핵심' 액체 메탄 엔진 기술 확보",IT
"이노스페이스 ""차세대 메탄엔진 핵심 기술 개발 완료""",IT
"젠슨 황, 크래프톤 만난다.... 휴머노이드·AI PC 협력 논의",IT
"UNIST, 나선형 물질 위상 전하 펌핑 작동 원리 규명",IT
"[단독] ‘헝가리 양산 코앞’ 에코프로, 성일하이텍 찾았다",IT
"삼성전자 초기업노조, 과반노조 지위 상실...성과급 격차에 1만8000명 이탈",IT
"PBS 폐지·예산복원 호평, '관료제 극복' 과제…과학기술 A-학점",IT
"NC AI, 한화오션 선박에 ‘자율 용접 로봇 AI 두뇌’ 장착한다",IT
"""젠슨 황 지금 어디에""…동선 추적 사이트 '북적'",IT
"‘팀코리아,’4조원 규모 美 루이지애나 천연가스 해양플랜트(FLNG) 수주",IT
"어머니는 시신기증, 아들은 뇌사 장기기증…한 가족의 특별한 유산",IT
"[AI 고속도로] ""GPU보다 뜨겁다""…달아오른 냉각 시장, 엑스너지 몸값에 '깜놀'",IT
"""투표용지가 없어서 못 찍다니""...선거 용지 부족 사태 법적쟁점과 전망은",IT
"젠슨 황, 크래프톤 장병규 만난다…게임사의 피지컬 AI 확장",IT
"국산 AI반도체, 양산·상용화 속도…정부 “독자 AI 핵심 기반”",IT
[서울데이터랩]개장 직후 인기 검색 종목 20選,IT
"과기정통부, 국산 AI 반도체 상용화 본격화…‘성장 포럼’ 개최",IT
"빨라진 '사람잡는 더위'…온열질환 벌써 185명, 1명 사망",IT
"한미반도체, 컴퓨텍스 첫 참가…차세대 HBM4 장비 공개",IT
K-AI반도체 실증 넘어 수출로…英·中 등에 3000만佛 계약,IT
"정부 ""K-AI 반도체는 AI 3대 강국 도약 기반""",IT
"한미반도체, 컴퓨텍스서 차세대 HBM 장비 총출동",IT
"셀트리온, 1000억원 자사주 소각 완료…연내 2조 규모 주주환원",IT
"시놀로지 ""AI 위협 확대... 백업도 진화해야 한다""",IT
"젠슨 황 ""수조 달러 기회""…엔비디아, 개방형 휴머노이드 로봇 발표",IT
국회로 돌아온 '방통위 투톱'…과방위·법사위 배치 촉각,IT
"구글, '젬마 4 12B' 출시…""음성·이미지 처리 간소화""",IT
"""말보다 행동"" 셀트리온, 2조 주주환원 ""주가 끌어올린다""",IT
"라온시큐어, KDB생명보험 등 금융사에 양자내성암호 공급 확대",IT
"셀트리온, 1000억원 규모 자사주 소각 최종 반영 ... 연내 2조 소각 추진한다",IT
당근 비즈프로필 단골 1000만 돌파…지역 가게 연결 강화,IT
앤트로픽 ‘미토스’ 접근 권한 확보…삼성·SK·KISA,IT
"美·英 링크드인 채용 제안 주의보...""알고보니 중국 스파이""",IT
"젠슨 황, 크래프톤도 만난다…피지컬 AI·AI 게이밍 협력 논의",IT
하품 전염은 엄마 뱃속에서부터 시작된다,IT
"'일베' 문 닫을까…이훈기 의원, ‘일베 금지법’ 발의",IT
보상부터 쌓인 웹3…'실사용 과제' 해결 노력 | 컴투스홀딩스②,IT
"[AI 고속도로] 구글, AI 데이터센터 전력에 '베팅'…발전사업까지 품는다",IT
"“화재 위험 원천봉쇄”…ETRI, ‘수계아연전지’ 상용화 난제 해결",IT
"""차세대 발사체 표준 잡아라""…이노스페이스, 메탄엔진 420초 연소 성공",IT
"파두, 컴퓨텍스서 Gen6 SSD 공개…올해 신규 수주 3000억 돌파",IT
"스페이스X, 美 IPO 새 역사 쓰나…""시총 2700조 목표""",IT
"국방 이어 조선까지…NC AI, 한화오션 자율용접 AI 개발 나선다",IT
"""패치해도 안 죽는다""...자동진화형 AI웜 등장[글로벌AI브리핑]",IT
"시놀로지 ""NAS용 운영체제 'DSM'에 AI 적극 통합""",IT
“에어팟 다음은 오픈이어…귀에 거는 AI 비서 온다”,IT
"이노스페이스, 차세대 메탄엔진 기술 개발…'국내 최장' 420초 연소 버텨",IT
"시스코, '클라우드 컨트롤' 공개…""인간·AI 에이전트 함께 일하는 시대""",IT
"[스페이스버드2] ⑦""우주의 무중력은 인체에 영향""…GIST서 그린 미래 우주",IT
"월급쟁이부자들, 새 CTO에 '김상효' 본부장 선임",IT
"NC AI, 한화오션 조선소에 ‘AI 용접공’ 투입한다",IT
"""갤럭시Z폴드8 울트라, 더 얇아진다…배터리 용량도 14%↑""",IT
"가온전선, 美 AI데이터센터 송전 케이블 시장 뚫었다",IT
서울시장 초박빙...개표 13시간 만에 오세훈 역전,IT
"이승진 메디포스트 美법인 대표 “FDA 단일임상, 근본치료제 도전 기회 열었다”",IT
"젠슨 황, '리니지' 엔씨 이어 '배틀그라운드' 크래프톤 만난다",IT
디앤디파마텍 MASH 신약 몸값 재평가…“선급금 3~5배 뛴다”,IT
"""전압 대신 회전으로 전자 옮긴다""…UNIST, 나선형 나노선 '양자 펌프' 작동 원리 규명[과학을읽다]",IT
"젠슨 황, 크래프톤 장병규 만난다…피지컬AI·칩셋 협력 논의",IT
"아이폰18 프로 배터리 큰 변화없다…""용량 1% 증가""",IT
"[단독] ""카톡방서 챗GPT 쓴다""…AI 힘주는 카카오",IT
"메디포스트 카티스템, 美 3상 1개로 끝낸다…'FDA 단일임상 허용'[only 이데일리]",IT
"NC AI, 한화오션에 ‘자율 용접 로봇 AI 두뇌’ 공급한다",IT
"로봇이 배도 만든다고?… NC AI, 한화오션 사업 최종 수주",IT
"스크류같은 1차원 나노선서 펌핑 현상 첫 규명…""고장없는 전자소자 가능할까""",IT
"UNIST, 1차원 나선형 물질 위상 전하 펌핑 작동 원리 이론 규명",IT
"최태원, 젠슨 황 이어 TSMC 회장도 만나…AI 반도체 협력 강화",IT
[챗ICT]네이버가 블로그·카페에 1조 베팅한 이유,IT
"[르포] ""3년 걸릴 줄 알았는데 벌써 여기까지""…600조 쏟아붓는 SK하이닉스 용인",IT
"민주당, 16곳 광역단체장서 12곳 확보...서울시장 초박빙",IT
"반도체, AI를 넘어 ‘피지컬’의 시대로 [트랜D]",IT
"초소형원자로 MMR, 한미 우주협력 새 카드 되나",IT
"""30년간 왜 가려운지 몰랐어요""…원인 '진단' 난치성가려움증센터 [K-메디컬리포트]",IT
"[비즈톡톡] 구글, 25년 만에 검색창 개편… 엉뚱한 답변에 이용자 평가 엇갈려",IT
식사 만족 극대화하려면...파인만의 ‘식당 메모’ 50년 만에 풀렸다,IT
"바이오도 중국 굴기…中 신약, 美 최대 암학회 메인 무대 올랐다",IT
[이재명 정부 1년]③'AI 3대 강국' 가시권 진입 성과...지속 가능한 생태계 구축은 과제,IT
"[이재명 정부 1년] R&D 정상화 첫걸음, 실행 필요하다",IT
블랙아웃 경고가 현실로…반복되는 유료방송-PP '사용료' 전쟁,IT
"“무릎 속 ‘천연 방석’ 반월상연골판, 손상되면 관절염 빨라질 수 있어”",IT
안방서 젠슨 황 맞는 네이버…이해진·최수연·김유원 총출동하나,IT
“AI 판 뒤집히면 민주주의 붕괴”…中에 쫓기는 美 ‘섬뜩 경고’ [팩플],IT
"""안방보단 해외인데""… 무대 고민하는 게임사들",IT
“35억 투자해 2조2000억 수익”…신들린 투자 주인공은 카카오,IT
수돗물 5분 끓였더니 미세플라스틱 90% 사라져,IT
[스타트업 리포트]'치매에도 골든 타임 있다' 치매 예방 앱 개발한 이준영 이모코그 대표,IT
포털은 네이버·AI는 챗GPT…한국인 92.5%가 쓰는 최애 메신저는?,IT
"끊기지 않는 SKT 초심경영, 40년 장기고객 직접 찾았다",IT
"‘콜 오브 듀티’ 신작에 소총 든 박 이병, 한국 배경으로 한 글로벌 게임 잇따라",IT
자동차 OS·보안 통신에 집중… 블랙베리 올해만 주가 130% 뛰어,IT
"눈에 띄면 규제 대상… AI, 안 보여야 산다",IT
“예약부터 요약까지 대화방에서 지시 끝”… 텔레그램 ‘AI 플랫폼’ 진화,IT
현실과 닮은 ‘그녀’… ‘공각기동대’ 실현도 머지않았다,IT
"가독성 좋아진 OLED, 사무용 모니터 시장 노크",IT
"MS, AI 독립 선언… 자체 개발 모델 대거 선보여",IT
택시 업계 “자율주행 택시하려면 면허 사라”,IT
"젠슨 황, 이번엔 피지컬 AI 파트너 찾는다",IT
“스팟·아틀라스 온다” 인력 충원하는 현대오토에버,IT
"[컴퓨텍스 2026]MS ""엔비디아 슈퍼칩 탑재 AI노트북 올 가을 출시""",IT
"설마했는데…“월드컵 전 경기 보려면 4900원 내세요” 전 국민 ‘우르르’ 몰린다더니, 네이버 결국 ‘유료화’",IT
양자컴 주도권 노리는 MS…'비밀병기 칩' 마요라나2 공개,IT
"""13년전 두나무 발굴 …2조 수익 실현""",IT
수학자들 “AI 능력 과신하지 말라... 냉정하게 평가해야”,IT
"치매 산업, 신약 경쟁 넘어 인프라 경쟁 단계 진입… '플랫폼 기술'이 핵심 승부처",IT
"""인터넷 없이도 AI 쓴다"" MS, 신형 PC 공개",IT
"K바이오 성장 과실, 美·獨 소부장이 챙겼다",IT
"""인텔·애플 M5 다 비켜""…퀄컴 '스냅드래곤 X2 엘리트' 성능 지표 '압도' [컴퓨텍스 2026]",IT
中게이머 홀린 엔씨 리니지2M·스마일게이트 카제나,IT
"개인용 AI 컴퓨팅 시대 열린다…젠슨 황 ""40년 만에 PC 재탄생""",IT
15國 판 커진 앤스로픽 ‘미토스’ 보안 실험… 삼성·SK·KISA 합류,IT
"민주 11곳·국힘 1곳 우세, 경합 4곳...지상파 출구조사",IT
"젠슨 황, K스타트업에 ‘깜짝’ 초대장 보냈다",IT
[단독] 엔비디아 주도 AI랜 총회 11월 한국서 열린다,IT
"BOE, 오는 17일 8.6세대 OLED 양산식…삼성D와 본격 양산 경쟁 시작",IT
"MS, 양자칩 '마요라나2' 공개…""양자컴 2029년 상용화""",IT
"LG전자, '中 생태계 활용' 전략 시동…로봇청소기 프리미엄·볼륨존 라인업 대거 확충",IT
"22년만에 시총 1위 내준 도요타, 2위마저 '흔들'…日도 AI 열풍",IT
"작년 ‘수퍼갑’으로, 올해는 ‘파트너 간택’하러 오는 젠슨 황...그가 풀어놓을 보따리는?",IT
가독성·번인 약점 잡고 사무용 시장 노리는 디스플레이 업계,IT
반도체 레이저 어닐링 공정 저변 확대…SiC·400단 낸드 적용 추진,IT
"“카톡은 못 떠나고, 쇼핑앱은 갈아탄다”…500조 플랫폼 시장 흔드는 속마음",IT
"中 딥시크, 텐센트·CATL로부터 11조원 조달 추진",IT
"印 암바니 제쳤다…바이트댄스 창업자, 아시아 부호 2위 탈환",IT
"'개인정보 유출' 티빙, 범인은 신원 미상의 해커…""깊이 사과""",IT
"""외산 AI 모델은 불안""…네이버·SKT·NC가 군대로 간 이유는",IT
우주에서 위성 데이터 처리···AI큐브위성으로 동유럽·아시아 시장 잡는다,IT
"""월 5500원 내면 더 보여줘요""…14만명 홀린 '수영복 그녀' 정체",IT
"‘미토스 보안동맹’에 KISA·삼전·하닉·SKT 포함된 듯…""국가 보안공백 해소 기대""",IT
"스페이스X, 2667조원 몸값 IPO 추진…美 증시 최대 기록 쓰나",IT
스페이스X 기점 韓 우주스타트업 웃나···우나스텔라 ·텔레픽스 등 주목,IT
'티빙'도 개인정보 유출…'CI'까지 털려 2차 피해 우려,IT
"국가AI컴퓨팅센터, SPC 이달 출범…본사는 해남·이사회 3자 구성",IT
삼성바이오 이어 셀트리온도 성과급 요구 태풍…바이오 투톱 경영진 위기관리능력 ‘시험대’,IT
"""CPU 물량 확보 전화 불난다""…'AI 시대' 극적 부활한 인텔",IT
가벼워진 ‘갤럭시 Z 폴드’…가로형 디자인으로 아이폰 폴더블 견제,IT
한국도 '미토스' 접근 가능…삼성전자·SK하이닉스·SKT·KISA 참여,IT
"길쭉한 폴더블폰 종말? 삼성, 애플, 화웨이 '여권폰 동상삼몽' [IT+]",IT
"앤트로픽, ‘미토스’ 보급 150개 기관으로 확대…삼성·SK도 참여",IT
"“스페이스X, 공모가 주당 135달러 제시”…기업가치 1조7500억달러 목표",IT
HBM부터 피지컬 AI까지… 컴퓨텍스 2026서 존재감 커진 한국 기업,IT
"오픈AI, 코덱스와 챗GPT 통합…기업 고객 공략 박차",IT
"MS, ‘오픈 AI 독립 선언’...자체 AI 모델 대거 공개",IT
"엔씨는 '리니지', 스마일게이트는 '카제나'…中 시장서 승부수",IT
"중동, 다시 긴장 고조되나…이란, 바레인·쿠웨이트 미군기지 타격 주장…미군 “모두 실패”",IT
‘푸바오 동생’ 쌍둥이 판다도 떠난다…올겨울 中 귀환 준비,IT
[유미's 픽] 6·3 선거판 달군 'AI 유치전'…데이터센터·제조 AX 현실화될까,IT
인텔 제온 7 다이아몬드 래피즈 공개…192코어 집적한다 [고든 정의 TECH+],IT
앤트로픽 '프로젝트 글래스윙'에 KISA·삼성·SK 포함,IT
"돈은 ‘AI 네이티브’로…챗GPT 前 유니콘들, 몸값 평균 52% 증발",IT
“로봇에 AI 붙인다고 피지컬AI 아냐…경쟁력은 산업 현장서 증명”,IT
해킹 괴물 미토스 접근권 얻었다…과기부·삼전닉스 ‘글래스윙 프로젝트’ 전격 합류,IT
"오늘이 제일 싸다? 끝 모르고 오르는 전자제품 가격, 왜 이럴까",IT
“코딩 도와줘” 했더니 40만원 청구서…AI 비용 절감법 찾은 개발자,IT
"'유증 추진' LB세미콘, ""내년까지 R&D 인력 2배로...반도체 후공정 확대""",IT
"앤트로픽, '미토스' 접속권 확대…삼성·SK 합류한 듯",IT
택시업계 “자율주행 택시하려면 면허 사라”… ‘제2 타다’ 되나,IT
"스페이스X, 경쟁사 폭발 사고에도 웃지 못하는 이유는",IT
"""없으니 불편하네"" 너도 나도 '탈팡' 난리나더니…인터넷 쇼핑 절반은 '쿠팡'",IT
"""엔비디아 RTX 스파크, Arm 윈도 PC의 전환점""",IT
"에브리봇, '휠리스 SLAM' 구현…자율주행 기업 노린다",IT
"마이크로소프트, 양자 칩 '마요라나 2' 공개…""신뢰성 1000배↑""",IT
미토스發 보안 수요 기대감…동시에 커진 인프라 비용 부담,IT
젠슨 황-최태원이 띄운 'AI 팩토리'…AI 공급 패러다임이 변한다,IT
세상에서 가장 강력하고 위험한 AI…한국에도 상륙한다는데,IT
비트코인 하루 만에 6% 넘게 급락…5만 달러 대 하락 전망도,IT
"통신장비사, 신사업 채비 속도…AI·군 위성·전장 확장",IT
"네이버·카카오도 막은 오픈클로, MS 손잡고 기업 시장 두드린다",IT
"스마트폰 다음은 ‘AI 배지’?…MS, 에이전트 전용 디바이스 실험",IT
"MS, 자체 AI 모델 7종 공개…오픈AI·앤트로픽에 정면 도전장",IT
"GLP-1 비만치료제 맞은 여성, 유방암 위험 30% 적었다",IT
"대기업 전산실 취급받던 SI, '몸값 100만원' 대반전",IT
챗GPT가 쏘아 올린 공...'구형 스타트업' 유니콘 무더기 탈락,IT
"[빌드 2026] MS, 자체 AI모델 7종 공개…“애저 AI칩에 최적화”",IT
"MS, 안정성 1000배 높인 차세대 양자 칩 ‘마요라나 2’ 내놨다",IT
"앤트로픽, ‘미토스’ 접근 권한 150개 기관으로 확대…삼성·SK도 합류(종합)",IT
한날한시 ‘AI 직원’ 꺼낸 MS·오픈AI…‘챗GPT 동맹’ 깨고 경쟁자로,IT
돼지 신장·간 ‘53살 뇌사자’에 동시 이식…5일간 정상 작동했다,IT
"깃허브, '코파일럿 앱' 공개…""AI 작업 통제권 강화""",IT
"9만→39만원, 1월에만 샀어도 ‘대박’…젠슨 황 효과 이 정도였어?",IT
[AI 고속도로] AI 서버 전성시대…델·HPE·슈퍼마이크로 고공행진,IT
"'미토스'가 바꾼 트럼프 AI 정책…美정부, 사전검증 도입",IT
"HLB 진양곤 의장, 계열사 주식 추가 매수",IT
AI 데이터센터發 반도체 슈퍼사이클…4년 만에 10배 성장 전망,IT
"[사이언스샷] 5300년 전 냉동된 미라, 미생물은 살아 있다",IT
"""1300억 투자해 3조5000억 됐다""…SKT '뜻밖의 잭팟'",IT
노벨상 수상자도 고민한 '오늘 뭐 먹지'…파인만의 수학 해법 약 50년만에 검증,IT
"""개표율 60%인데 '당선 확실'?""…개표방송 AI 예측시스템의 비밀",IT
"""자동화 늘려도 사람 공백 못 메워""…헥사곤이 짚은 제조 AI의 본질",IT
전기차보다 전력망이 본게임…유럽 전기화에 K-전력기기 기회,IT
"미국 상공 뒤흔든 ‘쾅’…NASA, 폭발 운석 정체 밝혔다",IT
노르웨이 신차 98%가 전기차…비결은 보조금보다 ‘세금 설계’,IT
에이전틱 AI 바쁜데…내부 갈등에 어수선한 카카오,IT
올해 대형 로봇주 150% 상승…'젠슨 황 효과' 주목,IT
"[빌드 2026] MS, 차세대 양자칩 ‘마요라나2’ 공개…""2029년까지 양자컴 상용화""",IT
"[AI픽] ""출근 전 AI 한판 붙자""…SKT 직원들 몰린 수요 챌린지",IT
"“여러분과 경쟁 안 해” 오픈 AI, 기업 고객 향한 ‘러브콜’",IT
"나쿨 두갈 퀄컴 ""AI 핵심은 엣지·로보틱스""…현장 휴머노이드 로봇 등장 [컴퓨텍스 2026]",IT
"'오딘' 넘어 장르 다변화 본격화…라이온하트, 글로벌 시장 도전장",IT
"[르포] ""수천명 쓰면 감당 안 돼""… AI 구독료 폭등 잡는 인텔 '슈퍼클로' 현장 가보니 [컴퓨텍스 2026]",IT
"""응급환자 이송 혁신사업 운영 안정적""…사망 줄고 환자 수용 늘어",IT
"[빌드 2026] MS, 에이전트 위한 새 기기 공개…AI 일상화 시대 선점 나서",IT
"[단독] 최태원 “SK실트론 매각, 실무진이 결정”",IT
"[인터뷰] 배태원 인텔코리아 사장 “AI 사용량 증가에 ‘녹는 토큰’, 대안은 하이브리드 AI”",IT
"""맥북 네오보다 가볍다""… 델, 599달러 'XPS 13' 메인스트림 정조준 [컴퓨텍스 2026]",IT
축지법 쓰는 젠슨 황...방한 기간 '광폭 행보'[1일IT템],IT
[AI 클로즈업] 앤트로픽·오픈AI 상장 임박… B2B 비중이 판가름,IT
페루사막 '나스카 지상화' 2천년이상 보존된 이유는? [과학 유튜브 보니],IT
"""1CPU:8GPU 공식은 깨졌다""…에이전틱 AI가 촉발한 'CPU 역습'",IT
"'지직' 끊기던 카폰에서 손주 해외 영통까지…40년 SKT만, 왜?",IT
스페이스X 실체 다 파봤다…투자설명서에 170번 나온 말,IT
[李정부 1년]인프라 깔고 AI 주권 세웠다…청신호 켜진 이재명표 'AI 고속도로',IT
"MS, 클라우드 안 거치고 AI 에이전트 구동…윈도 온디바이스 AI 강화",IT
"마이크론, 엔비디아 제언에 AI 붐 타고 시총 1조달러 돌파",IT
"립부 탄 CEO ""TSMC는 파트너, 엔비디아는 친구… '뉴 인텔' 개방과 협력"" [컴퓨텍스 2026]",IT
"PC 시대 윈도처럼…MS, ‘AI 에이전트 OS’ 정조준 [MS 빌드]",IT
"고유가 시대, 양수발전의 재발견",IT
"[사이테크+] ""목성급 자기장 가진 외계행성 증거 발견…자기장 세기 첫 추정""",IT
LG헬로서 사라지는 '스포티비'…왜,IT
"""우리 동네 시의원 누가 됐나""…케이블TV, 구석구석 선거방송",IT
앤트로픽 'AI 보안동맹' 한국도 합류… 삼성전자·SK하이닉스·KISA 참여,IT
"MS, 애플 맥미니에 반격…엔비디아 손잡고 AI용 PC 공개",IT
“오픈AI보다 IPO 먼저”… 앤스로픽 몸값 1조달러 육박,IT
젠슨 황 “메모리 부족 지속”… 최태원 “5년 내 생산 능력 2배 확대”,IT
"앤트로픽 '글래스윙' 150곳으로 확대…韓, KISA·삼성·SK 포함(종합)",IT
"인텔 ""CPU·GPU·파운드리·맞춤형 반도체 중심 전략 재정비""",IT
[카드뉴스] 젠슨 황이 한국에 온다,IT
전남친 인스타 염탐하려고 아이디 새로 파는 사람 많더니…“6000원에 마음껏 몰래 보세요”,IT
주민등록상 나이 말고 ‘진짜 내 몸 나이’ 재는 시계 나왔다[후암동 논문 연구소],IT
"립부 탄 인텔 CEO ""새로운 인텔 만들기에 주력""",IT
논란의 '카톡 개편' 주도했던 임원 퇴사에…날 세운 카카오 노조,IT
"[종합] 삼성·SK, 대만서 엔비디아 생태계 핵심 과시…HBM 경쟁 가열 [컴퓨텍스 2026]",IT
[지금 AI] AI와 전력,IT
"“바닷속에 웬 ‘라면냄비’가” 상식 밖 쓰레기 속출하는 바다…치우는 사람, 따로 있다 [지구, 뭐래?]",IT
"젠슨 황, SK하이닉스 부스 깜짝 방문…""HBM4E 더 만들어달라""",IT
"자금 지원처마다 평가, 또 평가…스타트업계 ""이제 제발 그만해달라""",IT
최초 공개 'HBF'부터 'HBM4E'까지… SK하이닉스 차세대 메모리 '정조준' [컴퓨텍스 2026],IT
"최태원 ""생산 2배 늘린다""…젠슨 황 ""제발 더 만들어줘""(종합)",IT
"엔씨 김택진 대표, 젠슨 황과 7일 회동",IT
그의 '입'과 '발'에…주가가 춤춘다,IT
"""AI인프라 투자금 선점해야 경쟁력""… 상장 속도낸 앤스로픽",IT
"HBM5 꺼낸 삼성전자, 시장 우위 강조한 SK하이닉스… 컴퓨텍스 2026서 HBM 주도권 경쟁",IT
'삼성·SK 임원' 구독하는 사장님들…채용 대신 빌려 쓴다,IT
젠슨 황 ‘선택적 침묵’ 왜?... 삼성전자 언급 않고 하이닉스만 칭찬,IT
"판 커지는 AI 베팅 … 4대 빅테크, 올 '1천조원' 쏟아붓는다",IT
1조달러 상장 레이스 … 오픈AI에 선수 친 앤스로픽,IT
CONX 리브랜딩에도 가상자산 가치 하락 |컴투스홀딩스①,IT
"'깐부' 최태원과 하이닉스 부스 본 젠슨황…""제발 더 만들어줘""",IT
"[단독] “K바이오 키우겠다”던 제이랩스, 3년도 못 채우고 철수",IT
UN “올여름 ‘비정상적 폭염’ 확률 80%”…한국도 피할 수 없다는데,IT
"""D램 공급난에 HBM 협상력 커져…내년 계약가격 몇배 상승 전망""",IT
"""유심 바꾸러 갔는데 선불폰 개통""…LGU+ 대리점 직원의 실수?",IT
"최태원 ""SK하이닉스 생산능력 5년 내 두 배로…메모리 2030년까지 부족""",IT
"젠슨 황, 2년 연속 SK하이닉스 찾았다… 'HBM4E'에 친필 사인",IT
엔비디아에 밀린 인텔의 반격…‘18A 양산’ 승부수 던졌다,IT
"중국산 인조 다이아몬드, 반도체 시장서 각광…왜?",IT
스타벅스 논란 후 숨 고르는 이마트…롯데마트는 할인 공세,IT
"최태원 ""웨이퍼 생산능력 5년내 2배 늘린다…공급부족 해소""",IT
젠슨 황 “한국·대만 모두 특별한 파트너…비교 중요하지 않아”,IT
"젠슨 황, 엔씨·업스테이지에 2차 깐부회동까지…로봇·AI 협력 '광폭 행보'",IT
"삼성전자, HBM5 실물 첫 공개… 방열 신기술 SK하이닉스와 격돌",IT
"[DD's톡] ""젠슨 황 효과""…네카오 주가, 희비 엇갈렸다",IT
"[단독]젠슨 황, 8일 현대차·LG 사옥 찾는다…피지컬 AI 협력 논의",IT
"젠슨 황의 자신감 ""컴퓨터 재발명""…판도가 뒤바뀔까[이런일이]",IT
"젠슨 황의 부탁…""SK하이닉스, HBM 더 만들어줘""",IT
주가 들썩이는 '젠슨 황' 파워…실시간 동선 추적 사이트도 등장,IT
[DD퇴근길] 이번엔 삼겹살에 소주다…젠슨 황과 이해진의 ‘삼쏘 회동’,IT
[이재명 정부 1년] 외형 성장 이룬 AI 산업…‘질적 성숙’은 여전히 물음표,IT
"오뚜기까지 日 법인 설립…K푸드, 일본 식탁 쟁탈전",IT
[비즈톡톡] 이름값 못한 넷마블 ‘왕좌의 게임:킹스로드’… 출시 열흘 만에 이용자 72% 감소,IT
"앤트로픽은 IPO 개시, 알파벳은 거액 유상증자…판돈 커지는 AI 산업",IT
"젠슨 황, 하이닉스 부스서 최태원 만나… 소캠2 보며 “아름답다”",IT
엔비디아 손잡은 네이버 'AI 영토' 확장…국방까지 광폭 행보,IT
"최태원 회장 ""향후 5년간 웨이퍼 생산 능력 2배로… 2030년까지 메모리 부족""",IT
"젠슨 황, 8일 韓 AI·로봇 스타트업 만난다",IT
"""엔씨에 무슨 일이""…젠슨 황 회동 기대감에 30만원선 회복",IT
'한국 로봇' 콕 집은 젠슨 황… 관련주 뛰고 동선 지도까지 나왔다,IT
최태원 “HBM 부족 2030년까지 지속… 생산능력 5년 내 2배 확대”,IT
"“젠슨 황 어디 가나”…방한 일정 추적 사이트까지 등장, 엔비디아 수혜주 들썩 [only 이데일리]",IT
"눈앞에 다가온 휴머노이드 시장… 삼성전자 파운드리, 초기 고객사 기반 확대에 전력투구",IT
"최태원 SK 회장 ""5년 내 SK하이닉스 캐파 2배로 확대할 것""",IT
"""구글·오픈AI도 눈독 들인다""…네이버가 던진 1조 '승부수'",IT
"""2분기 범용 D램 가격 1분기보다 최대 63% 상승 전망""",IT
"젠슨 황 ""40년 된 PC 재발명할 때""...N1X 이어 N2X·N3X로 AI PC 확장 선언",IT
AI 추론 전환이 쏘아올린 D램 가격…2분기 최대 63% 급등 전망,IT
"앤트로픽, 美 상장절차 착수…오픈AI와 'AI 상장 1호' 경쟁 본격화",IT
"AI 모델 경쟁, 국방으로 번진다…네이버·NC AI 가세",IT
"[컴퓨텍스 2026]젠슨 황, '탄탄한 공급망' 과시… “HBM 부족 우려 없다”",IT
[컴퓨텍스 2026]삼성·SK “AI 투게더”…나란히 메모리 공급망·기술력 과시,IT
"앤트로픽, EU 사이버보안청에 AI '미토스' 개방 예정…韓은 언제쯤?",IT
"판촉 경쟁 숨고르기…통신 3사, 갤럭시 S26 지원금 하향",IT
"Arm ""AI 에이전트가 CPU 시장 키운다... 성장세 이례적""",IT
블루오리진 로켓 발사대 ‘초토화’…우주서 본 폭발 현장 [우주서 본 지구],IT
연봉 ‘542억원’ 젠슨 황 ‘삼성 성과급’ 질문에…“난 직원들에게 최대한 보상”,IT
“젠슨 황 어디쯤 왔나”…방한 앞두고 ‘발자취 추적 사이트’까지 등장,IT
"또 협의체, 또 연구반…콘텐츠사용료 갈등 키운 정책 공백 [강소현의 방송통신문]",IT
동접 16만 K-인디게임 'TBH: 태스크바 히어로'…흥행 속 서버 안정화 과제 남아,IT
